class,local_label,train_support,val_support,precision,recall,f1,minority_class,feature,protocol_id
netflix,0,165,20,0.8333333333333334,0.25,0.3846153846153846,True,f2,medium_seed2026
rdp,1,36,4,0.0,0.0,0.0,True,f2,medium_seed2026
rsync,2,1530,191,0.9585492227979274,0.9685863874345548,0.9635416666666666,False,f2,medium_seed2026
skype,3,1017,126,0.9435483870967742,0.9285714285714286,0.936,False,f2,medium_seed2026
ssh,4,10851,1356,0.9970457902511078,0.995575221238938,0.996309963099631,False,f2,medium_seed2026
vimeo,5,976,121,0.905511811023622,0.950413223140496,0.9274193548387096,False,f2,medium_seed2026
zoiper,6,753,93,0.8598130841121495,0.989247311827957,0.92,True,f2,medium_seed2026
rsync,0,1530,191,0.6097560975609756,0.6544502617801047,0.6313131313131314,False,f3,high_seed2022
sftp,1,1336,166,0.5548387096774193,0.5180722891566265,0.5358255451713395,False,f3,high_seed2022
ssh,2,10851,1356,0.9985261606484892,0.9992625368731564,0.998894213048286,False,f3,high_seed2022
vimeo,3,976,121,1.0,0.9669421487603306,0.9831932773109244,True,f3,high_seed2022
youtube,4,273,34,0.7083333333333334,1.0,0.8292682926829268,True,f3,high_seed2022
zoiper,5,753,93,1.0,0.8494623655913979,0.9186046511627908,True,f3,high_seed2022
rdp,0,36,4,1.0,0.25,0.4,True,f3,high_seed2023
scp,1,1832,229,0.5761421319796954,0.9912663755458516,0.7287319422150883,False,f3,high_seed2023
sftp,2,1336,166,0.0,0.0,0.0,False,f3,high_seed2023
vimeo,3,976,121,1.0,0.9586776859504132,0.978902953586498,False,f3,high_seed2023
youtube,4,273,34,0.935483870967742,0.8529411764705882,0.8923076923076922,True,f3,high_seed2023
zoiper,5,753,93,0.8846153846153846,0.989247311827957,0.934010152284264,True,f3,high_seed2023
netflix,0,165,20,0.0,0.0,0.0,True,f3,high_seed2024
rdp,1,36,4,0.0,0.0,0.0,True,f3,high_seed2024
scp,2,1832,229,0.5886287625418061,0.7685589519650655,0.6666666666666666,False,f3,high_seed2024
sftp,3,1336,166,0.4526315789473684,0.2590361445783132,0.3295019157088122,False,f3,high_seed2024
skype,4,1017,126,0.9318181818181818,0.9761904761904762,0.9534883720930232,False,f3,high_seed2024
youtube,5,273,34,0.5849056603773585,0.9117647058823528,0.7126436781609194,True,f3,high_seed2024
netflix,0,165,20,1.0,1.0,1.0,True,f3,high_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f3,high_seed2025
rsync,2,1530,191,0.0,0.0,0.0,False,f3,high_seed2025
scp,3,1832,229,0.5330188679245284,0.9868995633187772,0.6921898928024502,False,f3,high_seed2025
skype,4,1017,126,0.9689922480620154,0.992063492063492,0.9803921568627452,True,f3,high_seed2025
ssh,5,10851,1356,0.9940872135994088,0.9918879056047196,0.992986341823551,False,f3,high_seed2025
netflix,0,165,20,1.0,0.45,0.6206896551724138,True,f3,high_seed2026
rsync,1,1530,191,1.0,0.9319371727748692,0.964769647696477,False,f3,high_seed2026
skype,2,1017,126,0.924812030075188,0.9761904761904762,0.9498069498069498,False,f3,high_seed2026
ssh,3,10851,1356,0.9890510948905108,0.9992625368731564,0.9941305942773294,False,f3,high_seed2026
vimeo,4,976,121,0.991304347826087,0.9421487603305784,0.9661016949152544,True,f3,high_seed2026
zoiper,5,753,93,0.9019607843137256,0.989247311827957,0.9435897435897436,True,f3,high_seed2026
netflix,0,165,20,0.0,0.0,0.0,True,f3,low_seed2022
rsync,1,1530,191,0.5157593123209169,0.9424083769633508,0.6666666666666666,False,f3,low_seed2022
sftp,2,1336,166,0.0,0.0,0.0,False,f3,low_seed2022
skype,3,1017,126,0.92,0.9126984126984128,0.9163346613545816,False,f3,low_seed2022
ssh,4,10851,1356,0.9748382458662832,1.0,0.9872588278121588,False,f3,low_seed2022
vimeo,5,976,121,0.9224137931034484,0.8842975206611571,0.9029535864978904,True,f3,low_seed2022
youtube,6,273,34,0.4102564102564102,0.4705882352941176,0.4383561643835616,True,f3,low_seed2022
zoiper,7,753,93,1.0,0.935483870967742,0.9666666666666666,True,f3,low_seed2022
rdp,0,36,4,1.0,1.0,1.0,True,f3,low_seed2023
rsync,1,1530,191,0.39,0.2041884816753926,0.2680412371134021,False,f3,low_seed2023
scp,2,1832,229,0.4267782426778242,0.445414847161572,0.4358974358974358,False,f3,low_seed2023
sftp,3,1336,166,0.3734939759036144,0.5602409638554217,0.4481927710843373,False,f3,low_seed2023
ssh,4,10851,1356,0.9992619926199262,0.9985250737463128,0.99889339727038,False,f3,low_seed2023
vimeo,5,976,121,1.0,0.975206611570248,0.98744769874477,True,f3,low_seed2023
youtube,6,273,34,0.918918918918919,1.0,0.9577464788732396,True,f3,low_seed2023
zoiper,7,753,93,1.0,0.989247311827957,0.9945945945945946,True,f3,low_seed2023
netflix,0,165,20,0.6666666666666666,0.1,0.1739130434782609,True,f3,low_seed2024
rdp,1,36,4,0.0,0.0,0.0,True,f3,low_seed2024
scp,2,1832,229,0.6580310880829016,0.5545851528384279,0.6018957345971563,False,f3,low_seed2024
sftp,3,1336,166,0.4975124378109453,0.6024096385542169,0.544959128065395,False,f3,low_seed2024
skype,4,1017,126,0.9761904761904762,0.9761904761904762,0.9761904761904762,False,f3,low_seed2024
vimeo,5,976,121,0.9917355371900828,0.9917355371900828,0.9917355371900828,False,f3,low_seed2024
youtube,6,273,34,0.6346153846153846,0.9705882352941176,0.7674418604651162,True,f3,low_seed2024
zoiper,7,753,93,0.9484536082474226,0.989247311827957,0.968421052631579,True,f3,low_seed2024
netflix,0,165,20,0.5909090909090909,0.65,0.6190476190476191,True,f3,low_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f3,low_seed2025
rsync,2,1530,191,0.2967032967032967,0.4240837696335078,0.3491379310344828,False,f3,low_seed2025
scp,3,1832,229,0.3469387755102041,0.296943231441048,0.32,False,f3,low_seed2025
sftp,4,1336,166,0.4144736842105263,0.3795180722891566,0.3962264150943396,False,f3,low_seed2025
skype,5,1017,126,0.968503937007874,0.9761904761904762,0.9723320158102768,True,f3,low_seed2025
ssh,6,10851,1356,0.9992429977289932,0.9734513274336284,0.9861785580874112,False,f3,low_seed2025
youtube,7,273,34,0.6857142857142857,0.7058823529411765,0.6956521739130436,True,f3,low_seed2025
netflix,0,165,20,0.8,1.0,0.888888888888889,True,f3,low_seed2026
rdp,1,36,4,1.0,0.5,0.6666666666666666,True,f3,low_seed2026
rsync,2,1530,191,0.453781512605042,0.5654450261780105,0.5034965034965035,False,f3,low_seed2026
scp,3,1832,229,0.5397727272727273,0.4148471615720524,0.4691358024691358,False,f3,low_seed2026
skype,4,1017,126,0.9767441860465116,1.0,0.988235294117647,False,f3,low_seed2026
ssh,5,10851,1356,0.9941305942773294,0.9992625368731564,0.99668995954395,False,f3,low_seed2026
vimeo,6,976,121,1.0,0.950413223140496,0.9745762711864406,True,f3,low_seed2026
zoiper,7,753,93,1.0,0.989247311827957,0.9945945945945946,True,f3,low_seed2026
netflix,0,165,20,0.0,0.0,0.0,True,f3,medium_seed2022
rsync,1,1530,191,0.4256756756756756,0.9895287958115184,0.5952755905511811,False,f3,medium_seed2022
sftp,2,1336,166,0.0,0.0,0.0,False,f3,medium_seed2022
ssh,3,10851,1356,0.9946277820414428,0.9557522123893806,0.9748025573523884,False,f3,medium_seed2022
vimeo,4,976,121,0.695906432748538,0.9834710743801652,0.815068493150685,False,f3,medium_seed2022
youtube,5,273,34,0.0,0.0,0.0,True,f3,medium_seed2022
zoiper,6,753,93,1.0,0.6559139784946236,0.7922077922077922,True,f3,medium_seed2022
rdp,0,36,4,0.1666666666666666,0.25,0.2,True,f3,medium_seed2023
rsync,1,1530,191,0.3333333333333333,0.1204188481675392,0.1769230769230769,False,f3,medium_seed2023
scp,2,1832,229,0.4121405750798722,0.5633187772925764,0.4760147601476014,False,f3,medium_seed2023
sftp,3,1336,166,0.3627450980392157,0.4457831325301205,0.3999999999999999,False,f3,medium_seed2023
vimeo,4,976,121,0.9915966386554622,0.975206611570248,0.9833333333333334,False,f3,medium_seed2023
youtube,5,273,34,0.9375,0.8823529411764706,0.9090909090909092,True,f3,medium_seed2023
zoiper,6,753,93,0.9578947368421052,0.978494623655914,0.9680851063829788,True,f3,medium_seed2023
netflix,0,165,20,0.0,0.0,0.0,True,f3,medium_seed2024
rdp,1,36,4,0.0,0.0,0.0,True,f3,medium_seed2024
scp,2,1832,229,0.5277777777777778,0.9956331877729258,0.6898638426626325,False,f3,medium_seed2024
sftp,3,1336,166,0.0,0.0,0.0,False,f3,medium_seed2024
skype,4,1017,126,0.935483870967742,0.6904761904761905,0.7945205479452055,False,f3,medium_seed2024
vimeo,5,976,121,0.686046511627907,0.975206611570248,0.8054607508532423,False,f3,medium_seed2024
youtube,6,273,34,0.0,0.0,0.0,True,f3,medium_seed2024
netflix,0,165,20,0.4,0.5,0.4444444444444445,True,f3,medium_seed2025
rdp,1,36,4,0.0,0.0,0.0,True,f3,medium_seed2025
rsync,2,1530,191,0.4645669291338583,0.9267015706806284,0.618881118881119,False,f3,medium_seed2025
scp,3,1832,229,0.5526315789473685,0.0917030567685589,0.1573033707865168,False,f3,medium_seed2025
skype,4,1017,126,0.96,0.9523809523809524,0.9561752988047808,False,f3,medium_seed2025
ssh,5,10851,1356,0.991941391941392,0.9985250737463128,0.9952223447262036,False,f3,medium_seed2025
youtube,6,273,34,0.6923076923076923,0.5294117647058824,0.5999999999999999,True,f3,medium_seed2025
netflix,0,165,20,0.8181818181818182,0.9,0.8571428571428572,True,f3,medium_seed2026
rdp,1,36,4,1.0,0.25,0.4,True,f3,medium_seed2026
rsync,2,1530,191,0.9946524064171124,0.9738219895287958,0.9841269841269842,False,f3,medium_seed2026
skype,3,1017,126,0.9615384615384616,0.992063492063492,0.9765625,False,f3,medium_seed2026
ssh,4,10851,1356,0.9955882352941176,0.9985250737463128,0.9970544918998528,False,f3,medium_seed2026
vimeo,5,976,121,0.9829059829059827,0.950413223140496,0.9663865546218487,False,f3,medium_seed2026
zoiper,6,753,93,0.9787234042553192,0.989247311827957,0.983957219251337,True,f3,medium_seed2026
